ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10655667,HZ405725,08/24/2014 09:00:00 AM,011XX S LAFLIN ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1231,012,2,28,11,,,2014,08/25/2016 03:50:02 PM,,,
11059410,JA396568,08/16/2017 05:35:00 AM,066XX W IMLAY ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1611,016,41,10,11,,,2017,08/23/2017 03:57:11 PM,,,
11063557,JA401905,02/01/2012 07:00:00 AM,001XX N MAYFIELD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1512,015,29,25,11,,,2012,08/23/2017 03:57:11 PM,,,
11063633,JA401695,02/25/2011 12:00:00 AM,057XX W ROOSEVELT RD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,HOSPITAL BUILDING/GROUNDS,false,false,1513,015,29,25,17,,,2011,08/23/2017 03:57:11 PM,,,
11063967,JA402281,03/09/2015 09:37:00 AM,003XX W CHICAGO AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1831,018,42,8,26,,,2015,08/23/2017 03:57:11 PM,,,
10645190,HZ395588,08/15/2016 09:30:00 AM,034XX N ELAINE PL,0820,THEFT,$500 AND UNDER,STREET,false,false,1925,019,44,6,06,,,2016,08/22/2016 03:51:25 PM,,,
10655878,HZ405417,09/10/2014 09:00:00 AM,118XX S MAPLEWOOD AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2212,022,19,75,06,,,2014,08/25/2016 03:50:02 PM,,,
11026446,JA356261,01/01/2015 12:00:00 AM,077XX W PALATINE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,false,1612,016,41,10,20,,,2015,07/23/2017 03:50:19 PM,,,
11027362,JA358760,07/13/2012 09:00:00 AM,051XX S LAWLER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0814,008,23,56,11,,,2012,07/23/2017 03:50:19 PM,,,
11027557,JA358997,02/01/2015 02:20:00 PM,036XX W MONTROSE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1723,017,33,16,11,,,2015,07/23/2017 03:50:19 PM,,,
11026346,JA357307,05/01/2009 12:00:00 PM,046XX N KEDZIE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,false,false,1713,017,33,14,11,,,2009,07/25/2017 03:46:39 PM,,,
10663170,HZ413520,08/29/2016 11:00:00 AM,061XX W TOUHY AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1621,016,41,12,08A,,,2016,09/05/2016 03:50:19 PM,,,
10682756,HZ435094,09/09/2016 08:05:00 PM,013XX N LA SALLE DR,0890,THEFT,FROM BUILDING,APARTMENT,false,false,1821,018,43,8,06,,,2016,09/16/2016 03:51:28 PM,,,
10700797,HZ456190,09/29/2016 03:00:00 PM,045XX N ELSTON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1722,017,39,14,06,,,2016,10/06/2016 03:54:49 PM,,,
10367905,HZ103719,11/03/2014 09:00:00 AM,063XX N CENTRAL AVE,1120,DECEPTIVE PRACTICE,FORGERY,BANK,false,false,1621,016,45,12,10,,,2014,01/07/2016 04:14:34 PM,,,
1450059,G178878,03/29/2001 03:20:00 PM,007XX W MONTROSE AV,0810,THEFT,OVER $500,STREET,false,false,2313,019,,,06,,,2001,08/17/2015 03:03:40 PM,,,
10749898,HZ510955,11/09/2016 08:30:00 PM,003XX N WABASH AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,1834,018,42,8,06,,,2016,11/16/2016 03:52:45 PM,,,
1846643,G673581,11/08/2001 04:18:38 PM,014XX N KILPATRICK AV,2027,NARCOTICS,POSS: CRACK,STREET,true,false,2533,025,,,18,,,2001,08/17/2015 03:03:40 PM,,,
10757733,HZ520802,11/17/2016 08:00:00 PM,005XX N CLARK ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1831,018,42,8,06,,,2016,11/24/2016 03:48:31 PM,,,
1990023,HH189510,02/15/2002 10:35:00 PM,025XX W 113 ST,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,2212,022,,,08B,,,2002,08/17/2015 03:03:40 PM,,,
5408114,HN247766,03/25/2007 05:30:00 PM,046XX W 49TH ST,0810,THEFT,OVER $500,OTHER,false,false,0815,008,23,56,06,,,2007,08/17/2015 03:03:40 PM,,,
2080644,HH305556,04/13/2002 09:55:00 PM,014XX N HOYNE AV,0560,ASSAULT,SIMPLE,STREET,false,false,1424,014,,,08A,,,2002,08/17/2015 03:03:40 PM,,,
10802231,HZ514502,11/11/2016 04:00:00 PM,049XX N KARLOV AVE,0810,THEFT,OVER $500,STREET,false,false,1712,017,39,14,06,,,2016,01/02/2017 03:51:13 PM,,,
6267498,HP354708,05/24/2008 07:00:00 PM,037XX W LEXINGTON ST,0810,THEFT,OVER $500,STREET,false,false,1133,011,24,27,06,,,2008,08/17/2015 03:03:40 PM,,,
10813012,JA112152,01/09/2017 06:15:00 PM,004XX N CITY FRONT PLAZA DR,0890,THEFT,FROM BUILDING,COLLEGE/UNIVERSITY GROUNDS,false,false,1834,018,42,8,06,,,2017,01/16/2017 03:50:41 PM,,,
10421879,HZ118502,01/16/2016 10:30:00 PM,078XX S COLFAX AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0421,004,7,43,08B,,,2016,02/22/2016 04:09:04 PM,,,
1688067,G484600,08/14/2001 10:00:00 PM,003XX W SCOTT ST,0810,THEFT,OVER $500,STREET,false,false,1821,018,,,06,,,2001,08/17/2015 03:03:40 PM,,,
10471497,HZ210395,09/21/2011 12:00:00 PM,048XX S JUSTINE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,0933,009,20,61,11,,,2011,04/03/2016 03:49:03 PM,,,
10900723,JA212336,01/01/2011 10:00:00 AM,009XX W 71ST ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0733,007,17,68,11,,,2011,04/05/2017 03:53:43 PM,,,
2202403,HH462420,06/23/2002 08:15:00 PM,053XX S HERMITAGE AVE,0460,BATTERY,SIMPLE,SIDEWALK,true,false,0932,009,16,61,08B,,,2002,08/17/2015 03:03:40 PM,,,
2405540,HH720097,10/17/2002 10:00:00 AM,009XX W HURON ST,0810,THEFT,OVER $500,STREET,false,false,1323,012,27,24,06,,,2002,08/17/2015 03:03:40 PM,,,
2451672,HH774788,11/12/2002 01:15:00 PM,026XX N CLARK ST,0560,ASSAULT,SIMPLE,STREET,false,false,2333,019,43,7,08A,,,2002,08/17/2015 03:03:40 PM,,,
10993148,JA316384,07/01/2014 06:00:00 AM,078XX S LANGLEY AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,APARTMENT,false,false,0624,006,6,69,11,,,2014,06/24/2017 03:50:57 PM,,,
10900960,JA211866,02/10/2014 12:00:00 AM,071XX S RIDGELAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0324,003,5,43,11,,,2014,04/05/2017 03:53:43 PM,,,
3819540,HL189327,02/17/2005 03:00:00 PM,100XX W OHARE ST,0460,BATTERY,SIMPLE,HOTEL/MOTEL,false,false,1651,016,41,76,08B,,,2005,08/17/2015 03:03:40 PM,,,
3841764,HL214422,03/04/2005 01:00:00 AM,050XX S UNION AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0935,009,3,61,07,,,2005,08/17/2015 03:03:40 PM,,,
10900966,JA211879,07/23/2015 08:00:00 AM,066XX S WOOD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0725,007,15,67,14,,,2015,04/05/2017 03:53:43 PM,,,
4690000,HM288623,04/13/2006 02:00:00 PM,003XX W LAKE ST,0810,THEFT,OVER $500,STREET,false,false,0111,001,42,,06,,,2006,08/17/2015 03:03:40 PM,,,
4815507,HM428294,07/20/2005 12:00:00 AM,031XX W CERMAK RD,0820,THEFT,$500 AND UNDER,GAS STATION,false,false,1022,010,24,30,06,,,2005,08/17/2015 03:03:40 PM,,,
5015844,HM624195,07/15/2005 09:00:00 AM,004XX E 133RD ST,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,false,false,0533,005,9,54,10,,,2005,08/17/2015 03:03:40 PM,,,
6201445,HP291469,04/20/2008 10:20:00 PM,069XX S WESTERN AVE,0880,THEFT,PURSE-SNATCHING,SIDEWALK,false,false,0832,008,17,66,06,,,2008,08/17/2015 03:03:40 PM,,,
6747373,HR152370,02/03/2009 05:00:00 PM,092XX S WALLACE ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,2223,022,21,73,18,,,2009,08/17/2015 03:03:40 PM,,,
7227293,HR642621,06/09/2008 02:30:00 PM,010XX E 87TH ST,0890,THEFT,FROM BUILDING,OTHER,false,false,0412,004,8,44,06,,,2008,08/17/2015 03:03:40 PM,,,
7889682,HT106613,09/14/2009 11:00:00 PM,103XX S DOTY AVE E,0820,THEFT,$500 AND UNDER,OTHER,false,false,0434,004,10,51,06,,,2009,08/17/2015 03:03:40 PM,,,
7913819,HR574971,10/06/2009 10:12:00 PM,002XX E 83RD ST,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,0632,006,6,44,05,,,2009,08/17/2015 03:03:40 PM,,,
8033558,HT265276,08/01/2008 02:00:00 PM,002XX E 69TH PL,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0322,003,6,69,06,,,2008,08/17/2015 03:03:40 PM,,,
8070766,HR559439,09/27/2009 06:20:00 PM,002XX W 95TH ST,0460,BATTERY,SIMPLE,STREET,false,false,0634,006,21,49,08B,,,2009,08/17/2015 03:03:40 PM,,,
11068278,JA407390,08/24/2009 08:00:00 PM,102XX S PRINCETON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0511,005,9,49,11,,,2009,08/27/2017 03:48:51 PM,,,
10409118,HZ146117,01/01/2009 12:00:00 AM,083XX S BUFFALO AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,APARTMENT,false,false,0424,004,10,46,17,,,2009,02/10/2016 03:53:40 PM,,,
10407464,HZ140625,02/04/2016 07:00:00 PM,0000X W RWY 27R,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,AIRCRAFT,false,false,1654,016,41,76,24,,,2016,02/11/2016 03:47:22 PM,,,
10811720,JA110928,01/09/2017 11:10:00 AM,073XX N SHERIDAN RD,0810,THEFT,OVER $500,ALLEY,false,false,2423,024,49,1,06,,,2017,01/16/2017 03:50:41 PM,,,
10812207,JA109951,01/09/2017 06:55:00 PM,013XX W RANDOLPH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,1224,012,27,28,14,,,2017,01/16/2017 03:50:41 PM,,,
10476145,HZ215265,03/01/2012 09:00:00 AM,049XX W FOSTER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,1623,016,45,12,11,,,2012,04/07/2016 03:51:20 PM,,,
10898846,JA210499,09/24/2015 07:00:00 AM,048XX W HIRSCH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2533,025,37,25,11,,,2015,04/03/2017 03:56:38 PM,,,
10898947,JA210562,06/01/2013 12:01:00 PM,073XX S SACRAMENTO AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,false,false,0835,008,18,66,11,,,2013,04/03/2017 03:56:38 PM,,,
10293525,HY480996,09/19/2015 03:10:00 AM,001XX W DIVISION ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,CURRENCY EXCHANGE,false,false,1824,018,42,8,11,,,2015,04/04/2017 03:54:55 PM,,,
10359850,HY551515,12/27/2015 11:46:03 AM,021XX W WINDSOR AVE,0460,BATTERY,SIMPLE,ALLEY,true,false,1911,019,47,4,08B,,,2015,04/04/2017 03:54:55 PM,,,
10371491,HZ107178,09/10/2014 12:00:00 PM,061XX S RICHMOND ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,0823,008,15,66,11,,,2014,04/04/2017 03:54:55 PM,,,
10730106,HW164977,02/21/2013 12:42:04 PM,071XX S RHODES AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,true,false,0323,003,6,69,18,,,2013,04/04/2017 03:54:55 PM,,,
10040857,HY230391,03/30/2015 11:00:00 AM,053XX S NAGLE AVE,0810,THEFT,OVER $500,RESIDENCE,true,false,0811,008,23,56,06,,,2015,05/26/2017 03:47:10 PM,,,
10428197,HZ164416,09/25/2015 12:00:00 PM,011XX N HOYNE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,1212,012,1,24,11,,,2015,02/27/2016 03:47:14 PM,,,
1407790,G121497,03/02/2001 12:15:00 PM,051XX S KARLOV AV,0810,THEFT,OVER $500,OTHER,false,false,0815,008,,,06,,,2001,08/17/2015 03:03:40 PM,,,
10428792,HZ156756,02/16/2016 01:00:00 AM,019XX W WAVELAND AVE,0810,THEFT,OVER $500,STREET,false,false,1922,019,47,5,06,,,2016,02/27/2016 03:47:14 PM,,,
10992143,JA318974,04/20/2015 12:00:00 PM,086XX S EUCLID AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0412,004,8,45,11,,,2015,06/23/2017 03:52:20 PM,,,
10435951,HZ173588,10/16/2014 07:20:00 PM,041XX W FULLERTON AVE,0890,THEFT,FROM BUILDING,OTHER,false,false,2524,025,31,20,06,,,2014,03/04/2016 03:46:57 PM,,,
10899600,JA211003,12/01/2012 09:00:00 AM,006XX E 103RD PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0512,005,9,49,11,,,2012,04/04/2017 03:54:55 PM,,,
10900215,JA211747,01/10/2014 08:00:00 AM,014XX S HAMLIN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1011,010,24,29,11,,,2014,04/04/2017 03:54:55 PM,,,
9912643,HY101578,12/26/2014 09:40:00 AM,053XX N WINTHROP AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,SIDEWALK,false,false,2023,020,48,77,26,,,2014,04/04/2017 03:54:55 PM,,,
10732817,HV584502,12/01/2012 12:00:00 PM,008XX S KARLOV AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),OTHER,true,false,1132,011,24,26,18,,,2012,04/04/2017 03:51:56 PM,,,
2056318,HH270998,03/28/2002 03:55:03 PM,003XX E 130 ST,0560,ASSAULT,SIMPLE,STREET,false,false,0532,005,,,08A,,,2002,02/04/2016 06:33:39 AM,,,
10436841,HZ174192,06/11/2005 05:00:00 PM,009XX W LAWRENCE AVE,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,RESIDENCE,false,false,1914,019,46,3,26,,,2005,03/05/2016 03:44:16 PM,,,
10371456,HZ107173,07/09/2015 07:20:00 AM,042XX N KEYSTONE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1722,017,39,16,11,,,2015,04/05/2017 03:53:43 PM,,,
10374142,HY544127,12/17/2015 12:00:00 PM,064XX W FOSTER AVE,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,1613,016,41,10,11,,,2015,04/05/2017 03:53:43 PM,,,
10992876,JA319277,12/23/2015 09:00:00 AM,008XX W FULTON MARKET,1185,DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,OTHER,false,false,1214,012,27,28,11,,,2015,08/19/2017 03:48:07 PM,,,
10992534,JA319266,01/01/2011 01:00:00 PM,084XX S HERMITAGE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0614,006,18,71,11,,,2011,06/24/2017 03:50:57 PM,,,
10992586,JA319320,09/07/2011 08:00:00 AM,001XX N LAVERGNE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1532,015,28,25,11,,,2011,06/24/2017 03:50:57 PM,,,
10992677,JA319139,11/05/2015 12:01:00 AM,090XX S PARNELL AVE,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,2223,022,21,71,11,,,2015,06/24/2017 03:50:57 PM,,,
10992846,JA319757,11/28/2006 12:00:00 AM,032XX W FULTON BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1123,011,28,27,11,,,2006,06/24/2017 03:50:57 PM,,,
10992884,JA319706,06/23/2004 07:00:00 AM,034XX W BEACH AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1422,014,26,23,11,,,2004,06/24/2017 03:50:57 PM,,,
10897631,JA208742,03/29/2017 08:04:00 PM,073XX W HIGGINS AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1613,016,41,10,11,,,2017,04/05/2017 03:53:43 PM,,,
10900379,JA212021,02/01/2015 06:00:00 AM,077XX S SOUTH SHORE DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0421,004,7,43,11,,,2015,04/05/2017 03:53:43 PM,,,
10900579,JA207821,01/01/2009 12:00:00 AM,001XX W 108TH ST,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,true,0513,005,34,49,02,,,2009,04/05/2017 03:53:43 PM,,,
9852392,HX475420,10/20/2014 05:00:00 PM,012XX W DIVISION ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,1433,014,32,24,06,,,2014,04/05/2017 03:53:43 PM,,,
10947977,HY177765,03/10/2015 09:14:00 AM,047XX W 79TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,false,false,0834,008,13,70,11,,,2015,08/25/2017 03:49:58 PM,,,
10015714,HX546914,12/18/2014 01:15:00 PM,007XX S CALIFORNIA AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,true,false,1135,011,2,27,18,,,2014,04/08/2017 03:48:12 PM,,,
10902029,HW544129,11/22/2013 04:25:00 PM,012XX W 63RD ST,5011,OTHER OFFENSE,LICENSE VIOLATION,GROCERY FOOD STORE,false,false,0713,007,16,67,26,,,2013,04/06/2017 03:56:56 PM,,,
10902200,JA212148,01/01/2011 12:00:00 AM,0000X E 59TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,false,false,0232,002,20,40,11,,,2011,04/06/2017 03:56:56 PM,,,
10902382,JA213540,07/06/2014 09:00:00 AM,064XX S KARLOV AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0813,008,13,65,11,,,2014,04/06/2017 03:56:56 PM,,,
10902475,JA214232,02/01/2015 12:01:00 AM,014XX S SPRINGFIELD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,1011,010,24,29,11,,,2015,04/06/2017 03:56:56 PM,,,
9383949,HW526925,11/08/2013 11:45:00 AM,031XX S CENTRAL PARK AVE,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,OTHER,false,false,1032,010,22,30,02,,,2013,04/06/2017 03:56:56 PM,,,
10015727,HX544598,12/09/2014 05:00:00 PM,100XX W OHARE ST,2091,NARCOTICS,FORFEIT PROPERTY,AIRPORT/AIRCRAFT,true,false,1651,016,41,76,18,,,2014,04/08/2017 03:48:12 PM,,,
10902952,JA214661,11/13/2015 12:00:00 PM,091XX S WOODLAWN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0413,004,8,47,11,,,2015,04/07/2017 03:54:07 PM,,,
10902863,JA211969,06/10/2015 09:00:00 AM,048XX S ADA ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,false,false,0933,009,20,61,11,,,2015,04/12/2017 03:49:36 PM,,,
10903354,JA215215,01/01/2015 12:01:00 AM,015XX N KEATING AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2533,025,37,25,11,,,2015,04/07/2017 03:54:07 PM,,,
10903379,JA214629,02/11/2017 11:45:00 AM,050XX S LAKE SHORE DR W,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,false,false,0222,002,4,39,11,,,2017,04/07/2017 03:54:07 PM,,,
10903383,JA214575,04/05/2015 09:55:00 AM,012XX S WASHTENAW AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1023,010,28,29,11,,,2015,04/07/2017 03:54:07 PM,,,
10903419,JA215191,01/01/2010 08:00:00 AM,027XX W GEORGE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,1411,014,1,21,11,,,2010,04/07/2017 03:54:07 PM,,,
10903914,JA215738,04/07/2015 10:00:00 AM,073XX N WESTERN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,false,false,2411,024,50,2,11,,,2015,04/07/2017 03:54:07 PM,,,
10904210,JA215968,12/01/2014 09:00:00 AM,076XX N ASHLAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2422,024,49,1,11,,,2014,04/08/2017 03:49:53 PM,,,
10904564,JA216313,01/07/2014 01:10:00 PM,048XX N WINTHROP AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,2033,020,46,3,11,,,2014,04/08/2017 03:49:53 PM,,,
10907530,JA220020,08/10/2015 01:00:00 PM,075XX S STONY ISLAND AVE,1120,DECEPTIVE PRACTICE,FORGERY,BANK,false,false,0411,004,5,43,10,,,2015,04/11/2017 03:57:40 PM,,,
10886591,HX396495,08/21/2014 06:00:00 AM,033XX W FILLMORE ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,true,false,1134,011,24,29,18,,,2014,06/27/2017 03:51:21 PM,,,
10887376,HV321128,06/06/2012 08:20:00 AM,068XX S CALUMET AVE,143C,WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,RESIDENCE,false,false,0322,003,20,69,15,,,2012,06/27/2017 03:51:21 PM,,,
10887530,HX233545,04/22/2014 07:30:00 PM,047XX W VAN BUREN ST,0810,THEFT,OVER $500,ALLEY,false,false,1131,011,24,25,06,,,2014,06/27/2017 03:51:21 PM,,,
10908069,JA220637,11/01/2012 12:00:00 AM,073XX S RIDGELAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0324,003,8,43,11,,,2012,04/12/2017 03:51:40 PM,,,
10908248,JA220895,04/26/2014 09:00:00 AM,079XX S ELLIS AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0624,006,8,44,11,,,2014,04/12/2017 03:51:40 PM,,,
10908327,JA220912,02/11/2011 12:00:00 PM,062XX S HONORE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0714,007,15,67,11,,,2011,04/12/2017 03:51:40 PM,,,
9923103,HX356052,07/22/2014 05:35:00 PM,051XX W THOMAS ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1531,015,37,25,03,,,2014,04/12/2017 03:51:40 PM,,,
10909833,JA221691,09/02/2013 10:20:00 AM,065XX S WOLCOTT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0726,007,15,67,11,,,2013,04/13/2017 03:53:25 PM,,,
10912739,JA225451,04/09/2015 12:01:00 AM,058XX N RIDGE AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,NURSING HOME/RETIREMENT HOME,false,false,2013,020,48,77,02,,,2015,04/16/2017 03:50:22 PM,,,
10912920,JA225954,06/13/2013 12:00:00 AM,074XX S CLYDE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0333,003,5,43,11,,,2013,04/16/2017 03:50:22 PM,,,
10910934,JA223410,08/17/2011 12:00:00 AM,050XX W VAN BUREN ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1533,015,29,25,11,,,2011,04/14/2017 03:50:04 PM,,,
10910956,JA221250,09/01/2015 12:00:00 AM,025XX W 46TH ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,0922,009,12,58,20,,,2015,04/14/2017 03:50:04 PM,,,
10911160,JA222921,11/01/2012 10:05:00 PM,0000X S STATE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0112,001,42,32,11,,,2012,04/14/2017 03:50:04 PM,,,
10911163,JA223617,03/25/2017 10:30:00 AM,048XX N HOYNE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,false,false,2032,020,47,4,11,,,2017,04/14/2017 03:50:04 PM,,,
10911178,JA223598,08/15/2016 03:10:00 PM,010XX W CHESTNUT ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1213,012,27,24,11,,,2016,04/14/2017 03:50:04 PM,,,
10911364,JA224025,08/27/2014 04:00:00 PM,052XX W 64TH PL,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,0813,008,13,64,17,,,2014,04/14/2017 03:50:04 PM,,,
9835174,HX433377,09/18/2014 07:00:00 AM,049XX W OHIO ST,2050,NARCOTICS,CRIMINAL DRUG CONSPIRACY,STREET,true,false,1532,015,37,25,18,,,2014,04/15/2017 03:51:05 PM,,,
10911843,JA224452,04/30/2014 12:01:00 AM,077XX S LOOMIS BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,STREET,false,false,0612,006,17,71,11,,,2014,04/15/2017 03:52:51 PM,,,
10912096,JA224614,06/17/2011 10:00:00 AM,085XX S WABASH AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,0632,006,6,44,11,,,2011,04/15/2017 03:52:51 PM,,,
